2023-03-07T18:15:13.563741300,1
2023-03-07T18:15:31.731413300,3
2023-03-07T18:54:56.678025800,2
2023-03-07T19:16:24.594534200,10
2023-03-07T19:16:33.886124900,1
2023-03-07T19:16:39.048832300,0
2023-03-07T19:16:43.010270600,0
2023-03-07T19:16:49.131841700,1
2023-03-07T19:29:20.151435,3
2023-03-07T19:29:28.714640900,1
2023-03-07T19:46:18.593897900,0
2023-03-07T19:49:29.549770,0
2023-03-07T19:50:44.107984300,0
2023-03-07T19:52:33.466263900,0
2023-03-07T19:54:49.765132200,0
2023-03-07T19:54:58.247388700,0
2023-03-07T19:55:20.176231400,0
2023-03-07T19:57:45.510578700,0
2023-03-07T19:58:32.132963500,0
2023-03-07T19:58:48.596478,0
2023-03-07T19:59:27.156655100,0
2023-03-07T20:00:48.970257100,0
2023-03-07T20:01:05.602509500,0
2023-03-07T20:01:30.448541600,0
2023-03-07T20:01:46.718903600,0
2023-03-07T20:01:59.001348500,0
2023-03-07T20:02:31.502020300,0
2023-03-07T20:05:32.705953100,0
2023-03-07T20:06:08.210051800,0
2023-03-07T20:08:37.760656,0
2023-03-07T20:08:40.839552700,0
2023-03-07T20:08:46.438281500,1
2023-03-07T20:09:26.069690300,0
2023-03-07T20:09:28.448911,0
2023-03-07T20:09:29.349522100,0
2023-03-07T20:09:30.950414600,0
2023-03-07T20:09:35.349319200,1
2023-03-07T20:09:41.248716600,2
2023-03-07T20:10:56.859267300,0
2023-03-07T20:11:00.141267700,1
2023-03-07T20:11:04.740343500,2
2023-03-07T20:11:56.053617700,19
2023-03-07T20:12:37.040657400,2
2023-03-07T20:12:39.640186200,0
2023-03-07T20:12:41.039938200,0
2023-03-07T20:12:44.239785500,1
2023-03-07T20:12:45.840009500,0
2023-03-07T20:12:51.040947500,2
2023-03-07T20:13:02.640336100,2
2023-03-07T20:13:05.240876300,1
2023-03-07T20:14:40.093674600,0
2023-03-07T20:14:42.375849800,0
2023-03-07T20:14:45.174807800,0
2023-03-07T20:14:46.920209100,1
2023-03-07T20:14:47.921337400,0
2023-03-07T20:14:48.660964800,0
2023-03-07T20:14:49.383531100,0
2023-03-07T20:14:50.406105800,0
2023-03-07T20:14:52.936066,0
2023-03-07T20:14:53.906958900,0
2023-03-07T20:14:54.861041900,0
2023-03-07T20:14:55.675031500,0
2023-03-07T20:15:09.307857300,0
2023-03-07T20:15:12.391207200,1
2023-03-07T20:15:29.690165800,5
2023-03-07T20:15:31.590913200,0
2023-03-07T20:15:32.490545700,0
2023-03-07T20:15:36.690210600,1
2023-03-07T20:15:37.791161900,0
2023-03-07T20:15:39.289778400,0
2023-03-07T20:15:40.790756400,0
2023-03-07T20:15:42.790134100,0
2023-03-09T12:15:23.391685300,14
2023-03-09T12:16:17.468217100,25
2023-03-27T08:37:50.720052100,3
2023-03-27T08:37:54.895390,0
2023-03-27T08:37:56.196124900,0
2023-03-27T08:37:59.395044,1
2023-03-27T08:38:05.495281300,2
2023-03-27T08:41:52.637200300,4
2023-03-27T08:41:56.126089200,0
2023-03-27T08:41:59.326355200,0
2023-03-27T08:42:15.827834100,1
2023-03-27T08:42:17.425863200,0
2023-03-27T08:42:18.926380400,0
2023-03-27T08:42:23.126241400,0
2023-03-27T08:43:16.835083400,0
2023-03-27T08:43:19.725253900,0
2023-03-27T08:43:21.326424500,0
2023-03-27T08:43:23.125583200,0
2023-03-27T08:43:40.226626300,7
